paper_id,doi,title,year,venue,status_before,n_tables_before,n_claims_before,article_type_family,article_type_predicted_family,article_type_confidence,article_type_margin,type_review_flags,priority_score,priority_reasons,priority_rank,selected_for_reprocess
doi:10.3397/1.3484178,10.3397/1.3484178,Soundscapes and environmental noise management,2010,,completed_pdf_extracted,0,10,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,136.000,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,157,no
doi:10.25916/sut.26402764.v1,10.25916/sut.26402764.v1,The impact of nonvisual effects of daylight on building occupants: Implications on lighting standards and human centric lighting design,2024,,error_pdf_timeout,41,1372,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,136.000,unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,158,no
doi:10.18419/opus-9385,10.18419/opus-9385,"Simultaneous optimization of office building facades in terms of both energy consumption and transparency in hot arid climates, analysed on the example of Cairo",2017,,error_pdf_timeout,348,757,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,136.000,unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,159,no
zotero:F4X7UZLU,,Human Centric School Lighting,2015,,error_pdf_timeout,68,377,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,136.000,unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,160,no
doi:10.1111/cogs.12518,10.1111/cogs.12518,"Recombinant Enaction: Manipulatives Generate New Procedures in the Imagination, by Extending and Recombining Action Spaces",2018,,error_pdf_timeout,184,849,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,136.000,unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,161,no
doi:10.1068/p5921,10.1068/p5921,Movement and the Rubber Hand Illusion,2009,,error_pdf_timeout,7,513,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,136.000,unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,162,no
doi:10.1016/j.neuropsychologia.2014.08.030,10.1016/j.neuropsychologia.2014.08.030,Full body action remapping of peripersonal space: The case of walking,2015,,error_pdf_timeout,91,346,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,136.000,unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family|claim_volume,163,no
doi:10.5281/zenodo.7191265,10.5281/zenodo.7191265,Generators of Architectural Atmosphere,2022,,completed_pdf_extracted,1,5,unknown,empirical_v2,0.2182,0.2,classifier_flagged|low_confidence|low_margin,135.500,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,164,no
doi:10.1121/1.2839283,10.1121/1.2839283,Evaluation of acoustical conditions for speech communication in working elementary school classrooms,2008,,completed_pdf_extracted,10,5,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,135.500,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,165,no
doi:10.1186/1880-6805-32-7,10.1186/1880-6805-32-7,Psychological and physiological effect in humans of touching plant foliage - using the semantic differential method and cerebral activity as indicators,2013,,completed_pdf_extracted,2,4,unknown,empirical_v2,0.2182,0.2,classifier_flagged|low_confidence|low_margin,135.400,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,166,no
doi:10.3390/su14137885,10.3390/su14137885,Sensory Perception Mechanism for Preparing the Combinations of Stimuli Operation in the Architectural Experience,2022,,completed_pdf_extracted,19,3,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,135.300,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,167,no
zotero:UGQXI6YQ,,"Revealing architectural design: methods, frameworks and tools",2014,,completed_pdf_extracted,1,3,unknown,empirical_v2,0.2182,0.2,classifier_flagged|low_confidence|low_margin,135.300,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,168,no
doi:10.1016/b978-0-444-53817-8.00007-4,10.1016/b978-0-444-53817-8.00007-4,Chapter 7 - Can light make us bright? Effects of light on cognition and sleep,2011,,completed_pdf_extracted,6,2,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,135.200,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,169,no
doi:10.3390/su13168816,10.3390/su13168816,Analysis of the Impact of Working Environment Factors on Employee’s Health and Wellbeing; Workplace Lighting Design Evaluation and Improvement,2021,,completed_pdf_extracted,6,1,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,135.100,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,170,no
doi:10.1016/j.enbuild.2022.112079,10.1016/j.enbuild.2022.112079,Advocating for view and daylight in buildings: Next steps,2022,,completed_pdf_extracted,1,1,unknown,empirical_v2,0.2182,0.2,classifier_flagged|low_confidence|low_margin,135.100,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,171,no
doi:10.1145/3309714,10.1145/3309714,Introduction to Human-Building Interaction (HBI): Interfacing HCI with Architecture and Urban Design,2019,,completed_pdf_extracted,3,1,unknown,empirical_v2,0.2182,0.2,classifier_flagged|low_confidence|low_margin,135.100,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,172,no
doi:10.15388/20-infor419,10.15388/20-infor419,Kriging Predictor for Facial Emotion Recognition Using Numerical Proximities of Human Emotions,2020,,completed_pdf_extracted,2,1,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,135.100,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,173,no
doi:10.5120/ijca2016908617,10.5120/ijca2016908617,Hybrid Visualization of the Medical Images Data Sets,2016,,completed_pdf_extracted,1,1,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,135.100,status:extracted|unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family|claim_volume,174,no
doi:10.3389/fpsyg.2020.598859,10.3389/fpsyg.2020.598859,Using Ambient Scent to Enhance Well-Being in the Multisensory Built Environment,2020,,completed_pdf_extracted,0,278,unknown,narrative_review,0.4545,0.5000,classifier_flagged|low_confidence,134.000,status:extracted|unknown_with_predicted_family|predicted_synthesis|low_confidence_with_predicted_family|claim_volume,175,no
doi:10.20944/preprints201907.0323.v1,10.20944/preprints201907.0323.v1,Biophilic Architecture for Restoration and Therapy within the Built Environment: A Review,2019,,completed_pdf_extracted,2,229,unknown,narrative_review,0.4545,0.5000,classifier_flagged|low_confidence,131.900,status:extracted|unknown_with_predicted_family|predicted_synthesis|low_confidence_with_predicted_family|claim_volume,176,no
doi:10.3390/app13052950,10.3390/app13052950,Improved Stress Classification Using Automatic Feature Selection from Heart Rate and Respiratory Rate Time Signals,2023,,completed_pdf_extracted,9,1,unknown,empirical_v2,0.2909,0.4000,classifier_flagged|low_confidence,131.100,status:extracted|unknown_with_predicted_family|predicted_empirical|low_confidence_with_predicted_family|claim_volume,177,no
doi:10.3389/fpsyg.2023.1307467,10.3389/fpsyg.2023.1307467,"Sustainable materials: a linking bridge between material perception, affordance, and aesthetics",2024,,completed_pdf_extracted,0,113,unknown,narrative_review,0.4545,0.5000,classifier_flagged|low_confidence,120.300,status:extracted|unknown_with_predicted_family|predicted_synthesis|low_confidence_with_predicted_family|claim_volume,178,no
doi:10.17863/cam.41365,10.17863/cam.41365,Tranquillity by design - Architectural and landscape interventions to improve the soundscape quality in urban areas exposed to aircraft noise,2019,,completed_pdf_extracted,30,564,unknown,observational_field,0.3636,0.0000,classifier_flagged|low_confidence|low_margin,120.000,status:extracted|unknown_with_predicted_family|low_margin_flag|low_confidence_with_predicted_family|claim_volume,179,no
doi:10.1111/j.1545-5300.1977.00049.x,10.1111/j.1545-5300.1977.00049.x,"Architecture: Effect of Territory, Boundary, and Orientation on Family Functioning",1977,,completed_pdf_no_claims,0,0,narrative_review,narrative_review,0.7091,0.2000,classifier_flagged|low_margin,119.000,status:no_claims|predicted_synthesis|mid_confidence|low_margin_flag,180,no
doi:10.24382/5191,10.24382/5191,"Integrating Natural Light for Wellbeing, Performance, and Quality Care Delivery in Healthcare Environments",2024,,completed_pdf_extracted,46,938,unknown,mixed_methods,0.4545,0.5000,classifier_flagged|low_confidence,116.000,status:extracted|unknown_with_predicted_family|low_confidence_with_predicted_family|claim_volume,181,no
doi:10.1068/b2684,10.1068/b2684,From Isovists to Visibility Graphs: A Methodology for the Analysis of Architectural Space,2001,,completed_pdf_extracted,0,232,unknown,thought_piece,0.4545,0.5000,classifier_flagged|low_confidence,114.200,status:extracted|unknown_with_predicted_family|low_confidence_with_predicted_family|claim_volume,182,no
doi:10.1016/j.neubiorev.2008.09.007,10.1016/j.neubiorev.2008.09.007,The space between us: a neurophilosophical framework for the investigation of human interpersonal space.,2009,Neuroscience and biobehavioral reviews,completed_pdf_extracted,0,3,unknown,narrative_review,0.3636,0.0000,classifier_flagged|low_confidence|low_margin,113.300,status:extracted|unknown_with_predicted_family|predicted_synthesis|low_margin_flag|low_confidence_with_predicted_family|claim_volume,183,no
doi:10.1002/mar.20709,10.1002/mar.20709,Store Atmospherics: A Multisensory Perspective,2014,,completed_pdf_extracted,1,3,unknown,narrative_review,0.4909,0.2000,classifier_flagged|low_confidence|low_margin,113.300,status:extracted|unknown_with_predicted_family|predicted_synthesis|low_margin_flag|low_confidence_with_predicted_family|claim_volume,184,no
doi:10.1007/s10086-016-1597-9,10.1007/s10086-016-1597-9,Physiological effects of wood on humans: a review,2017,,completed_pdf_extracted,2,2,unknown,narrative_review,0.4,0.2,classifier_flagged|low_confidence|low_margin,113.200,status:extracted|unknown_with_predicted_family|predicted_synthesis|low_margin_flag|low_confidence_with_predicted_family|claim_volume,185,no
doi:10.1002/wcs.1238,10.1002/wcs.1238,Haptic perception,2013,,completed_pdf_extracted,2,2,unknown,narrative_review,0.4909,0.2,classifier_flagged|low_confidence|low_margin,113.200,status:extracted|unknown_with_predicted_family|predicted_synthesis|low_margin_flag|low_confidence_with_predicted_family|claim_volume,186,no
doi:10.3389/fnbeh.2021.735387,10.3389/fnbeh.2021.735387,"Measuring Behavior in the Home Cage: Study Design, Applications, Challenges, and Perspectives",2021,,completed_pdf_extracted,1,1,unknown,narrative_review,0.4909,0.2,classifier_flagged|low_confidence|low_margin,113.100,status:extracted|unknown_with_predicted_family|predicted_synthesis|low_margin_flag|low_confidence_with_predicted_family|claim_volume,187,no
zotero:HVUPD9TL,,"The dichotomy of weathering in the cemetery, an investigation of experiences and expressions in landscape architecture",1998,,completed_pdf_extracted,0,177,unknown,thought_piece,0.4727,0.3000,classifier_flagged|low_confidence|low_margin,112.700,status:extracted|unknown_with_predicted_family|low_margin_flag|low_confidence_with_predicted_family|claim_volume,188,no
doi:10.1016/j.asej.2022.101810,10.1016/j.asej.2022.101810,"Simulating the natural lighting for a physical and mental Well-being in residential building in Dubai, UAE",2022,Ain Shams Engineering Journal,error_pdf_timeout,0,0,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,111.000,unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family,189,no
doi:10.3390/ijerph110202108,10.3390/ijerph110202108,"Effects of Age, Season, Gender and Urban-Rural Status on Time-Activity: Canadian Human Activity Pattern Survey 2 (CHAPS 2)",2014,,error_pdf_timeout,0,0,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,111.000,unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family,190,no
doi:10.3390/su12051830,10.3390/su12051830,Examining the Quasi-Public Spaces in Commercial Complexes,2020,,error_pdf_timeout,0,0,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,111.000,unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family,191,no
doi:10.3390/su12104263,10.3390/su12104263,Towards a Sustainable Indoor Lighting Design: Effects of Artificial Light on the Emotional State of Adolescents in the Classroom,2020,,error_pdf_timeout,0,0,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,111.000,unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family,192,no
doi:10.3390/su152216104,10.3390/su152216104,Examining the Impact of Crowding Perception on the Generation of Negative Emotions among Users of Small Urban Micro Public Spaces,2023,,error_pdf_timeout,1,0,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,111.000,unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family,193,no
doi:10.1080/00038628.2018.1523129,10.1080/00038628.2018.1523129,Examining wayfinding behaviours in architectural spaces using brain imaging with electroencephalography (EEG),2018,,error_pdf_timeout,0,0,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,111.000,unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family,194,no
doi:10.56261/jars.v22.269283,10.56261/jars.v22.269283,Restorative Interior Design to Renew Attention and Reduce Stress in Small Residential Units,2024,,error_pdf_timeout,2,0,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,111.000,unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family,195,no
zotero:TFKWSKYP,,Play That One Again: the Effect of Music Tempo on Consumer Behaviour in a Restaurant,,,error_pdf_timeout,0,0,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,111.000,unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family,196,no
doi:10.1037/a0037983,10.1037/a0037983,Hearing something emotional influences memory for what was just seen: How arousal amplifies effects of competition in memory consolidation.,2014,,error_pdf_timeout,0,0,unknown,empirical_v2,0.5455,1.5000,classifier_flagged|low_confidence,111.000,unknown_with_predicted_family|predicted_empirical|high_margin|low_confidence_with_predicted_family,197,no
doi:10.1080/23273798.2023.2198245,10.1080/23273798.2023.2198245,Deep learning models to study sentence comprehension in the human brain,2024,,completed_pdf_extracted,0,15,unknown,narrative_review,0.4545,0.5000,classifier_flagged|low_confidence,110.500,status:extracted|unknown_with_predicted_family|predicted_synthesis|low_confidence_with_predicted_family|claim_volume,198,no
doi:10.1007/s10936-023-09967-y,10.1007/s10936-023-09967-y,The Role of Sound on Spirituality in Religious Environments and Islamic Architecture by Using EEG,2023,,completed_pdf_extracted,4,143,unknown,case_study,0.3636,0.0000,classifier_flagged|low_confidence|low_margin,109.300,status:extracted|unknown_with_predicted_family|low_margin_flag|low_confidence_with_predicted_family|claim_volume,199,no
doi:10.1016/j.foar.2019.07.004,10.1016/j.foar.2019.07.004,Short- and long-term effects of architecture on the brain: Toward theoretical formalization,2019,,completed_pdf_extracted,0,2,unknown,theoretical,0.4545,0.5000,classifier_flagged|low_confidence,107.200,status:extracted|unknown_with_predicted_family|predicted_theoretical|low_confidence_with_predicted_family|claim_volume,200,no
doi:10.1007/s10648-011-9174-7,10.1007/s10648-011-9174-7,Expertise Differences in the Comprehension of Visualizations: a Meta-Analysis of Eye-Tracking Research in Professional Domains,2011,,completed_pdf_extracted,1,1,unknown,theoretical,0.5091,0.4000,classifier_flagged|low_confidence,107.100,status:extracted|unknown_with_predicted_family|predicted_theoretical|low_confidence_with_predicted_family|claim_volume,201,no
doi:10.48550/arxiv.2309.15840,10.48550/arxiv.2309.15840,How to Catch an AI Liar: Lie Detection in Black-Box LLMs by Asking Unrelated Questions,2023,,error_pdf_timeout,0,0,unknown,empirical_v2,0.4000,0.7000,classifier_flagged|low_confidence,107.000,unknown_with_predicted_family|predicted_empirical|mid_margin|low_confidence_with_predicted_family,202,no
doi:10.1080/13527258.2017.1286607,10.1080/13527258.2017.1286607,"How are old places different from new places? A psychological investigation of the correlation between patina, spontaneous fantasies, and place attachment",2017,,completed_pdf_extracted,1,119,unknown,phenomenological,0.3636,0.0000,classifier_flagged|low_confidence|low_margin,106.900,status:extracted|unknown_with_predicted_family|low_margin_flag|low_confidence_with_predicted_family|claim_volume,203,no
doi:10.3389/frsc.2021.690055,10.3389/frsc.2021.690055,Access to Daylight and Views Improves Physical and Emotional Wellbeing of Office Workers: A Crossover Study,2021,Frontiers in Sustainable Cities,error_pdf_timeout,0,0,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,105.000,unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family,204,no
doi:10.1177/1477153517750714,10.1177/1477153517750714,Perceived well-being and light-reactive hormones: An exploratory study,2019,,error_pdf_timeout,0,0,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,105.000,unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family,205,no
doi:10.1007/978-981-99-8405-3_13,10.1007/978-981-99-8405-3_13,Optimizing for Orientation in Complex Spaces,2024,,error_pdf_timeout,0,0,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,105.000,unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family,206,no
doi:10.3390/s22218135,10.3390/s22218135,Stress Monitoring Using Wearable Sensors: A Pilot Study and Stress-Predict Dataset,2022,,error_pdf_timeout,1,0,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,105.000,unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family,207,no
zotero:ZHKHNN33,,HUMANNESS AND ARCHITECTURE: LATENT VALUE SYSTEMS IN ARCHITECTURAL THEORY,,,error_pdf_timeout,4,0,unknown,empirical_v2,0.2182,0.2000,classifier_flagged|low_confidence|low_margin,105.000,unknown_with_predicted_family|predicted_empirical|low_margin_flag|low_confidence_with_predicted_family,208,no
doi:10.1177/2158244016630591,10.1177/2158244016630591,Emotional Responses to Multisensory Environmental Stimuli: A Conceptual Framework and Literature Review,2016,,completed_pdf_no_claims,13,0,conceptual_framework,conceptual_framework,0.6909,0.3000,classifier_flagged|low_margin,105.000,status:no_claims|predicted_theoretical|low_margin_flag,209,no
doi:10.1016/j.jretconser.2006.02.005,10.1016/j.jretconser.2006.02.005,Creating and consuming experiences in retail store environments: Comparing retailer and consumer perspectives,2006,,completed_pdf_extracted,12,100,unknown,case_study,0.3636,0.0000,classifier_flagged|low_confidence|low_margin,105.000,status:extracted|unknown_with_predicted_family|low_margin_flag|low_confidence_with_predicted_family|claim_volume,210,no
doi:10.1080/17508975.2020.1732859,10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",2020,Intelligent Buildings International,completed_pdf_extracted,17,139,unknown,case_study,0.4545,0.5000,classifier_flagged|low_confidence,104.900,status:extracted|unknown_with_predicted_family|low_confidence_with_predicted_family|claim_volume,211,no
doi:10.1080/17567505.2020.1699638,10.1080/17567505.2020.1699638,Autism Spectrum Condition and the Built Environment: New Perspectives on Place Attachment and Cultural Heritage,2020,,completed_pdf_extracted,0,134,unknown,thought_piece,0.4545,0.5000,classifier_flagged|low_confidence,104.400,status:extracted|unknown_with_predicted_family|low_confidence_with_predicted_family|claim_volume,212,no
doi:10.3389/fnhum.2022.833528,10.3389/fnhum.2022.833528,The Embodiment of Architectural Experience: A Methodological Perspective on Neuro-Architecture,2022,,completed_pdf_extracted,0,56,unknown,thought_piece,0.4000,0.2000,classifier_flagged|low_confidence|low_margin,100.600,status:extracted|unknown_with_predicted_family|low_margin_flag|low_confidence_with_predicted_family|claim_volume,213,no
doi:10.1073/pnas.1712125114,10.1073/pnas.1712125114,Redefining community based on place attachment in a connected world,2017,,completed_pdf_extracted,0,78,unknown,thought_piece,0.4545,0.5000,classifier_flagged|low_confidence,98.800,status:extracted|unknown_with_predicted_family|low_confidence_with_predicted_family|claim_volume,214,no
doi:10.1177/0013916587191001,10.1177/0013916587191001,"Aesthetics, Affect, and Cognition: Environmental Preference from an Evolutionary Perspective",1987,,completed_pdf_no_claims,0,0,thought_piece,thought_piece,0.5636,0.8000,low_confidence,97.000,status:no_claims|mid_margin|low_confidence_with_predicted_family,215,no
doi:10.3389/fnhum.2017.00477,10.3389/fnhum.2017.00477,Walking through Architectural Spaces: The Impact of Interior Forms on Human Brain Dynamics,2017,Frontiers in Human Neuroscience,completed_pdf_extracted,0,59,unknown,thought_piece,0.4545,0.5000,classifier_flagged|low_confidence,96.900,status:extracted|unknown_with_predicted_family|low_confidence_with_predicted_family|claim_volume,216,no
doi:10.1177/1550147719875878,10.1177/1550147719875878,Intelligent human-centric lighting for mental wellbeing improvement,2019,,completed_pdf_extracted,0,41,unknown,case_study,0.4545,0.5000,classifier_flagged|low_confidence,95.100,status:extracted|unknown_with_predicted_family|low_confidence_with_predicted_family|claim_volume,217,no
doi:10.5281/zenodo.7951750,10.5281/zenodo.7951750,Designing Atmospheres: Theory and Science,2023,,completed_pdf_extracted,5,1,unknown,phenomenological,0.3636,0.0000,classifier_flagged|low_confidence|low_margin,95.100,status:extracted|unknown_with_predicted_family|low_margin_flag|low_confidence_with_predicted_family|claim_volume,218,no
zotero:ASSY3K9B,,Towards a New Neuroprosthetic Interior,2021,,completed_pdf_extracted,0,31,unknown,thought_piece,0.4545,0.5000,classifier_flagged|low_confidence,94.100,status:extracted|unknown_with_predicted_family|low_confidence_with_predicted_family|claim_volume,219,no
doi:10.1002/col.20294,10.1002/col.20294,Color‐emotion associations and color preferences: A case study for residences,2007,,completed_pdf_extracted,0,29,unknown,case_study,0.4545,0.5000,classifier_flagged|low_confidence,93.900,status:extracted|unknown_with_predicted_family|low_confidence_with_predicted_family|claim_volume,220,no
doi:10.1002/hbm.24616,10.1002/hbm.24616,The neural correlates of the awe experience: Reduced default mode network activity during feelings of awe,2019,,completed_pdf_extracted,10,3,unknown,thought_piece,0.4545,0.5000,classifier_flagged|low_confidence,91.300,status:extracted|unknown_with_predicted_family|low_confidence_with_predicted_family|claim_volume,221,no
doi:10.3390/buildings14040957,10.3390/buildings14040957,"Exploring the Impact of Accessibility on Place Attachment in Urban Public Open Spaces: A Case Study of Jiamusi City, China",2024,,completed_pdf_extracted,3,2,unknown,case_study,0.4545,0.5000,classifier_flagged|low_confidence,91.200,status:extracted|unknown_with_predicted_family|low_confidence_with_predicted_family|claim_volume,222,no
doi:10.1177/1477153514531518,10.1177/1477153514531518,"Effects of realistic office daylighting and electric lighting conditions on visual comfort, alertness and mood",2014,Lighting Research & Technology,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,223,no
doi:10.1111/1467-9280.00483,10.1111/1467-9280.00483,A Prospective Study of Some Effects of Aircraft Noise on Cognitive Performance in Schoolchildren,2002,Psychological Science,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,224,no
doi:10.1016/j.jenvp.2014.11.006,10.1016/j.jenvp.2014.11.006,Architectural design and the brain: Effects of ceiling height and perceived enclosure on beauty judgments and approach-avoidance decisions,2014,Journal of Environmental Psychology,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,225,no
doi:10.1016/j.brainresrev.2005.07.002,10.1016/j.brainresrev.2005.07.002,A model of phototransduction by the human circadian system,2005,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,226,no
doi:10.1016/0142-694x(96)00001-4,10.1016/0142-694x(96)00001-4,"Wayfinding design: logic, application and some thoughts on universality",1996,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,227,no
doi:10.1177/1477153520958448,10.1177/1477153520958448,"Human-centric lighting: Myth, magic or metaphor?",2021,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,228,no
doi:10.1177/1477153516682368,10.1177/1477153516682368,Light as a circadian stimulus for architectural lighting,2018,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,229,no
doi:10.1121/1.3493436,10.1121/1.3493436,A principal components model of soundscape perceptiona),2010,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,230,no
doi:10.1121/1.3298437,10.1121/1.3298437,Perceptual assessment of quality of urban soundscapes with combined noise sources and water sounds,2010,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,231,no
doi:10.1073/pnas.1100290108,10.1073/pnas.1100290108,The cultural niche: Why social learning is essential for human adaptation,2011,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,232,no
doi:10.3389/fpsyg.2019.01904,10.3389/fpsyg.2019.01904,Mental Control in Musical Imagery: A Dual Component Model,2019,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,233,no
doi:10.3389/fpsyg.2014.00440,10.3389/fpsyg.2014.00440,The subjective meaning of cognitive architecture: A Marrian analysis,2014,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,234,no
doi:10.3390/ijerph6092332,10.3390/ijerph6092332,Biophilia: Does Visual Contact with Nature Impact on Health and Well-Being?,2009,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,235,no
doi:10.3390/su13115891,10.3390/su13115891,Health and Happiness in the New Urban Agenda: The Central Role of Public Space,2021,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,236,no
doi:10.3389/fpsyg.2020.573041,10.3389/fpsyg.2020.573041,Assessments of Acoustic Environments by Emotions – The Application of Emotion Theory in Soundscape,2020,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,237,no
doi:10.38027/iccaua2022en0104,10.38027/iccaua2022en0104,"Reinventing the Relationship Between Architecture, Biology and Human Experience",2022,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,238,no
doi:10.3389/fpsyg.2022.864009,10.3389/fpsyg.2022.864009,Body and the Senses in Spatial Experience: The Implications of Kinesthetic and Synesthetic Perceptions for Design Thinking,2022,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,239,no
doi:10.1002/adfm.201703820,10.1002/adfm.201703820,Graphene Oxide‐Based Lamella Network for Enhanced Sound Absorption,2017,,completed_pdf_no_claims,0,0,unknown,unknown,0.0000,0.0000,classifier_flagged|low_confidence|low_margin,89.000,status:no_claims|low_margin_flag,240,no
