paper_id,source_table_id,source_table_row,claim_id,claim_type,row_status,reasons,source_informative,statement_informative,overlap_ratio,env_resolved,out_resolved,effect_known,translation_status,translation_confidence,translation_warnings,needs_verification,quality_flag,statement,source_quote
doi:10.1080/17508975.2020.1732859,TBL-20260216231239-009,0,doi:10.1080/17508975.2020.1732859-TBL-C032,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,"After Bonferroni correction was applied, the Wilcoxon signed-rank test showed that introducing: plants into individual offices and break-out spaces elicited a statistically significant increase in","After Bonferroni correction was applied, the Wilcoxon signed-rank test showed that introducing: plants into individual offices and break-out spaces elicited a statistically significant increase in"
doi:10.1080/17508975.2020.1732859,TBL-20260216231239-009,1,doi:10.1080/17508975.2020.1732859-TBL-C033,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,"After Bonferroni correction was applied, the Wilcoxon signed-rank test showed that introducing: perceived occupant attention (p = 0.018), creativity (p = 0.019) and productivity (p = 0.023),","After Bonferroni correction was applied, the Wilcoxon signed-rank test showed that introducing: perceived occupant attention (p = 0.018), creativity (p = 0.019) and productivity (p = 0.023),"
doi:10.1080/17508975.2020.1732859,TBL-20260216231239-009,2,doi:10.1080/17508975.2020.1732859-TBL-C034,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,"After Bonferroni correction was applied, the Wilcoxon signed-rank test showed that introducing: compared to control conditions. However, the test indicated that removing plants from","After Bonferroni correction was applied, the Wilcoxon signed-rank test showed that introducing: compared to control conditions. However, the test indicated that removing plants from"
doi:10.1080/17508975.2020.1732859,TBL-20260216231239-009,3,doi:10.1080/17508975.2020.1732859-TBL-C035,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,"After Bonferroni correction was applied, the Wilcoxon signed-rank test showed that introducing: individual offices and only placing plants in break-out spaces saw a statistically significantly","After Bonferroni correction was applied, the Wilcoxon signed-rank test showed that introducing: individual offices and only placing plants in break-out spaces saw a statistically significantly"
doi:10.1080/17508975.2020.1732859,TBL-20260216231239-009,4,doi:10.1080/17508975.2020.1732859-TBL-C036,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,"After Bonferroni correction was applied, the Wilcoxon signed-rank test showed that introducing: increase in perceived stress levels (p = 0.008). Furthermore, it also saw a decrease in","After Bonferroni correction was applied, the Wilcoxon signed-rank test showed that introducing: increase in perceived stress levels (p = 0.008). Furthermore, it also saw a decrease in"
doi:10.1080/17508975.2020.1732859,TBL-20260216231239-009,5,doi:10.1080/17508975.2020.1732859-TBL-C037,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,"After Bonferroni correction was applied, the Wilcoxon signed-rank test showed that introducing: perceived attention (p = 0.002), efficiency (p = 0.023) and productivity (p = 0.007). Finally, the","After Bonferroni correction was applied, the Wilcoxon signed-rank test showed that introducing: perceived attention (p = 0.002), efficiency (p = 0.023) and productivity (p = 0.007). Finally, the"
doi:10.1080/17508975.2020.1732859,TBL-20260216231239-009,6,doi:10.1080/17508975.2020.1732859-TBL-C038,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,"After Bonferroni correction was applied, the Wilcoxon signed-rank test showed that introducing: test showed that only having plants in break-out spaces had no statistically significant impact","After Bonferroni correction was applied, the Wilcoxon signed-rank test showed that introducing: test showed that only having plants in break-out spaces had no statistically significant impact"
doi:10.1080/17508975.2020.1732859,TBL-20260216231239-009,7,doi:10.1080/17508975.2020.1732859-TBL-C039,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,"After Bonferroni correction was applied, the Wilcoxon signed-rank test showed that introducing: on any perceived metrics compared to control conditions.","After Bonferroni correction was applied, the Wilcoxon signed-rank test showed that introducing: on any perceived metrics compared to control conditions."
doi:10.1080/17508975.2020.1732859,TBL-20260216231239-011,0,doi:10.1080/17508975.2020.1732859-TBL-C041,finding,suspect_table,effect_unknown|low_statement_source_overlap|source_row_low_information|translation_status:untranslatable_noise,false,true,0.0000,true,true,false,untranslatable_noise,0,low_information_source,true,needs_article_type_verification|translation_inferred|outcome_unresolved|garbled_statement,Table extraction text is low quality; manual verification required.,: -0.894; Conditions: -2.577 b
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,0,doi:10.1080/17508975.2020.1732859-TBL-C042,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,: This study only used qualitative subjective measures to determine whether introducing living,: This study only used qualitative subjective measures to determine whether introducing living
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,1,doi:10.1080/17508975.2020.1732859-TBL-C043,finding,verified_strong,translation_status:exact,true,true,1.0000,true,true,true,exact,0.95,,true,needs_article_type_verification,": plants into offices and break rooms had a significant effect on health, well-being and",": plants into offices and break rooms had a significant effect on health, well-being and"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,2,doi:10.1080/17508975.2020.1732859-TBL-C044,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,: performance. Our study revealed significant positive effects of plants in offices and break-out,: performance. Our study revealed significant positive effects of plants in offices and break-out
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,3,doi:10.1080/17508975.2020.1732859-TBL-C045,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,": spaces on perceived attention, efficiency, creativity, productivity and stress reduction.",": spaces on perceived attention, efficiency, creativity, productivity and stress reduction."
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,4,doi:10.1080/17508975.2020.1732859-TBL-C046,finding,verified_strong,translation_status:exact,true,true,1.0000,true,true,true,exact,0.95,,true,needs_article_type_verification,": Introduction of plants, however, did not influence perceived health, well-being, tiredness or",": Introduction of plants, however, did not influence perceived health, well-being, tiredness or"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,5,doi:10.1080/17508975.2020.1732859-TBL-C047,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,: motivation. Interactions with plants during break times also did not elicit a significant change,: motivation. Interactions with plants during break times also did not elicit a significant change
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,6,doi:10.1080/17508975.2020.1732859-TBL-C048,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,": in perceived health, well-being or performance metrics. Satisfaction of the occupants with",": in perceived health, well-being or performance metrics. Satisfaction of the occupants with"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,7,doi:10.1080/17508975.2020.1732859-TBL-C049,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,": overall office design increased significantly with the introduction of plants into the offices, but",": overall office design increased significantly with the introduction of plants into the offices, but"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,8,doi:10.1080/17508975.2020.1732859-TBL-C050,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,": not the break-out spaces, possibly due to the choice of plant placement on coffee tables. To",": not the break-out spaces, possibly due to the choice of plant placement on coffee tables. To"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,9,doi:10.1080/17508975.2020.1732859-TBL-C051,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_untranslatable_noise|low_information_source,": gain a better understanding of the multidimensional, complex relationships between IEQ and",": gain a better understanding of the multidimensional, complex relationships between IEQ and"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,10,doi:10.1080/17508975.2020.1732859-TBL-C052,finding,verified_strong,translation_status:fuzzy,true,true,1.0000,true,true,true,fuzzy,0.78,,true,needs_article_type_verification,": occupants’ health, well-being, performance and satisfaction, cognitive performance tests or",": occupants’ health, well-being, performance and satisfaction, cognitive performance tests or"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,11,doi:10.1080/17508975.2020.1732859-TBL-C053,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,": physiological measures could be taken in conjunction with surveys, such as those used in this",": physiological measures could be taken in conjunction with surveys, such as those used in this"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,12,doi:10.1080/17508975.2020.1732859-TBL-C054,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,: study. Our future work will include investigation into the impact of other factors including,: study. Our future work will include investigation into the impact of other factors including
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,13,doi:10.1080/17508975.2020.1732859-TBL-C055,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,": positioning, types, sizes and volumes of plants, to provide further understanding of the",": positioning, types, sizes and volumes of plants, to provide further understanding of the"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,14,doi:10.1080/17508975.2020.1732859-TBL-C056,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,": mechanisms whereby plants can and do have a positive impact on office occupants. Clearly,",": mechanisms whereby plants can and do have a positive impact on office occupants. Clearly,"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,15,doi:10.1080/17508975.2020.1732859-TBL-C057,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,": biophilic design is not a ‘one size fits all’ performance enhancing approach. However, given",": biophilic design is not a ‘one size fits all’ performance enhancing approach. However, given"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,16,doi:10.1080/17508975.2020.1732859-TBL-C058,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,": the large returns from small increases in performance, it appears the relatively low cost of",": the large returns from small increases in performance, it appears the relatively low cost of"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,17,doi:10.1080/17508975.2020.1732859-TBL-C059,finding,verified_strong,translation_status:exact,true,true,1.0000,true,true,true,exact,0.95,,true,needs_article_type_verification,": installing living plants is a sound financial investment. For maximum effect on health, well-",": installing living plants is a sound financial investment. For maximum effect on health, well-"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,18,doi:10.1080/17508975.2020.1732859-TBL-C060,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,": being and performance, it seems that a full landscaping approach that does not hamper",": being and performance, it seems that a full landscaping approach that does not hamper"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-012,19,doi:10.1080/17508975.2020.1732859-TBL-C061,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred,: functionality should be taken to provide constant opportunities for restoration.,: functionality should be taken to provide constant opportunities for restoration.
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,0,doi:10.1080/17508975.2020.1732859-TBL-C062,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,*: Full name and office number; indicates questions omitted from the second questionnaire. Question: Full name and office number,*: Full name and office number; indicates questions omitted from the second questionnaire. Question: Full name and office number
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,1,doi:10.1080/17508975.2020.1732859-TBL-C063,finding,suspect_table,effect_unknown|low_statement_source_overlap|source_row_low_information|translation_status:untranslatable_noise,false,true,0.0000,true,true,false,untranslatable_noise,0,low_information_source,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved|garbled_statement,Table extraction text is low quality; manual verification required.,*: Age*
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,2,doi:10.1080/17508975.2020.1732859-TBL-C064,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,indicates questions omitted from the second questionnaire. Question: Gender*; Answers: Male,indicates questions omitted from the second questionnaire. Question: Gender*; Answers: Male
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,3,doi:10.1080/17508975.2020.1732859-TBL-C065,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,indicates questions omitted from the second questionnaire. Question: How many hours per day do you spend in your office or workspace on a,indicates questions omitted from the second questionnaire. Question: How many hours per day do you spend in your office or workspace on a
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,4,doi:10.1080/17508975.2020.1732859-TBL-C066,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,indicates questions omitted from the second questionnaire. Question: normal working day? *,indicates questions omitted from the second questionnaire. Question: normal working day? *
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,5,doi:10.1080/17508975.2020.1732859-TBL-C067,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,"*: Considering your office environment, do you have a window with a view of green plants or green spaces?*; indicates questions omitted from the second questionnaire. Question: Considering your office environment, do you have a window with a view of","*: Considering your office environment, do you have a window with a view of green plants or green spaces?*; indicates questions omitted from the second questionnaire. Question: Considering your office environment, do you have a window with a view of"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,6,doi:10.1080/17508975.2020.1732859-TBL-C068,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,indicates questions omitted from the second questionnaire. Question: green plants or green spaces?*,indicates questions omitted from the second questionnaire. Question: green plants or green spaces?*
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,7,doi:10.1080/17508975.2020.1732859-TBL-C069,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,"indicates questions omitted from the second questionnaire. Question: Considering your office breaks, do you have any interactions (views or","indicates questions omitted from the second questionnaire. Question: Considering your office breaks, do you have any interactions (views or"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,8,doi:10.1080/17508975.2020.1732859-TBL-C070,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,indicates questions omitted from the second questionnaire. Question: physical contact) with green plants during this time?,indicates questions omitted from the second questionnaire. Question: physical contact) with green plants during this time?
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,9,doi:10.1080/17508975.2020.1732859-TBL-C071,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,"*: If yes, for how long? (minutes); indicates questions omitted from the second questionnaire. Question: If yes, for how long? (minutes)","*: If yes, for how long? (minutes); indicates questions omitted from the second questionnaire. Question: If yes, for how long? (minutes)"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,10,doi:10.1080/17508975.2020.1732859-TBL-C072,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,"indicates questions omitted from the second questionnaire. Question: Would you prefer to have more, less or no change in the level of physical","indicates questions omitted from the second questionnaire. Question: Would you prefer to have more, less or no change in the level of physical"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,11,doi:10.1080/17508975.2020.1732859-TBL-C073,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,indicates questions omitted from the second questionnaire. Question: or visual access to green plants or green spaces in/from your office? You,indicates questions omitted from the second questionnaire. Question: or visual access to green plants or green spaces in/from your office? You
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,12,doi:10.1080/17508975.2020.1732859-TBL-C074,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,indicates questions omitted from the second questionnaire. Question: may tick more than one.,indicates questions omitted from the second questionnaire. Question: may tick more than one.
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,13,doi:10.1080/17508975.2020.1732859-TBL-C075,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,"*: In your current office environment and at the time of this questionnaire, how do you perceive your tiredness level?; indicates questions omitted from the second questionnaire. Question: In your current office environment and at the time of this questionnaire,","*: In your current office environment and at the time of this questionnaire, how do you perceive your tiredness level?; indicates questions omitted from the second questionnaire. Question: In your current office environment and at the time of this questionnaire,"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,14,doi:10.1080/17508975.2020.1732859-TBL-C076,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,indicates questions omitted from the second questionnaire. Question: how do you perceive your tiredness level?,indicates questions omitted from the second questionnaire. Question: how do you perceive your tiredness level?
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,15,doi:10.1080/17508975.2020.1732859-TBL-C077,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,"*: In your current office environment and at the time of this questionnaire, how do you perceive your general health level?","*: In your current office environment and at the time of this questionnaire, how do you perceive your general health level?"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,16,doi:10.1080/17508975.2020.1732859-TBL-C078,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,"*: In your current office environment and at the time of this questionnaire, how do you perceive your stress level?","*: In your current office environment and at the time of this questionnaire, how do you perceive your stress level?"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,17,doi:10.1080/17508975.2020.1732859-TBL-C079,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,"*: In your current office environment and at the time of this questionnaire, how do you perceive your overall wellbeing?","*: In your current office environment and at the time of this questionnaire, how do you perceive your overall wellbeing?"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,18,doi:10.1080/17508975.2020.1732859-TBL-C080,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,"indicates questions omitted from the second questionnaire. Question: In your current office environment and at the time of this questionnaire,","indicates questions omitted from the second questionnaire. Question: In your current office environment and at the time of this questionnaire,"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,19,doi:10.1080/17508975.2020.1732859-TBL-C081,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,indicates questions omitted from the second questionnaire. Question: how do you perceive your concentration level/attention span?,indicates questions omitted from the second questionnaire. Question: how do you perceive your concentration level/attention span?
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,21,doi:10.1080/17508975.2020.1732859-TBL-C083,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,indicates questions omitted from the second questionnaire. Question: how do you perceive your work rate/efficiency?,indicates questions omitted from the second questionnaire. Question: how do you perceive your work rate/efficiency?
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,23,doi:10.1080/17508975.2020.1732859-TBL-C085,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,indicates questions omitted from the second questionnaire. Question: how do you perceive your creativity level?,indicates questions omitted from the second questionnaire. Question: how do you perceive your creativity level?
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,25,doi:10.1080/17508975.2020.1732859-TBL-C087,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,indicates questions omitted from the second questionnaire. Question: how do you perceive your motivation/work engagement level?,indicates questions omitted from the second questionnaire. Question: how do you perceive your motivation/work engagement level?
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-013,27,doi:10.1080/17508975.2020.1732859-TBL-C089,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,indicates questions omitted from the second questionnaire. Question: how do you perceive your productivity level?,indicates questions omitted from the second questionnaire. Question: how do you perceive your productivity level?
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-014,0,doi:10.1080/17508975.2020.1732859-TBL-C090,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,"In your current office environment and at the time of this questionnaire,: how do you perceive your general health level?","In your current office environment and at the time of this questionnaire,: how do you perceive your general health level?"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-015,0,doi:10.1080/17508975.2020.1732859-TBL-C091,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,"In your current office environment and at the time of this questionnaire,: how do you perceive your stress level?","In your current office environment and at the time of this questionnaire,: how do you perceive your stress level?"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-016,0,doi:10.1080/17508975.2020.1732859-TBL-C092,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|environment_unresolved,"In your current office environment and at the time of this questionnaire,: how do you perceive your overall wellbeing?","In your current office environment and at the time of this questionnaire,: how do you perceive your overall wellbeing?"
doi:10.1080/17508975.2020.1732859,TBL-20260216231240-017,0,doi:10.1080/17508975.2020.1732859-TBL-C093,finding,verified_strong,translation_status:inferred,true,true,1.0000,true,true,true,inferred,0.45,,true,needs_article_type_verification|translation_inferred|outcome_unresolved,"Occupancy. American Society of Heating, Refrigerating and Air-Conditioning Engineers.: Atlanta: ASHRAE","Occupancy. American Society of Heating, Refrigerating and Air-Conditioning Engineers.: Atlanta: ASHRAE"
doi:10.1080/23744731.2022.2049639,TBL-20260216231308-001,0,doi:10.1080/23744731.2022.2049639-TBL-C001,finding,suspect_rule,effect_unknown|low_statement_source_overlap|translation_status:untranslatable_noise,true,true,0.0000,true,true,false,untranslatable_noise,0,low_information_source,true,needs_article_type_verification|translation_inferred|environment_unresolved|garbled_statement,Table extraction text is low quality; manual verification required.,col_1: ty-six healthy office workers (23 males and; col_2: 3 females)
doi:10.1080/23744731.2022.2049639,TBL-20260216231308-001,1,doi:10.1080/23744731.2022.2049639-TBL-C002,finding,suspect_rule,effect_unknown|low_statement_source_overlap|translation_status:untranslatable_noise,true,true,0.1111,true,true,false,untranslatable_noise,0,low_information_source,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved|garbled_statement,Table extraction text is low quality; manual verification required.,col_1: voluntarily participated in the experiments. Table; col_2: 1 shows the
doi:10.1080/23744731.2022.2049639,TBL-20260216231308-001,2,doi:10.1080/23744731.2022.2049639-TBL-C003,finding,suspect_rule,effect_unknown|low_statement_source_overlap|translation_status:untranslatable_noise,true,true,0.0000,true,true,false,untranslatable_noise,0,low_information_source,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved|garbled_statement,Table extraction text is low quality; manual verification required.,col_1: Their ages ranged from; col_2: 25 to 59years. The participants were
doi:10.1080/23744731.2022.2049639,TBL-20260216231308-001,3,doi:10.1080/23744731.2022.2049639-TBL-C004,finding,suspect_rule,effect_unknown|low_statement_source_overlap|translation_status:untranslatable_noise,true,true,0.0000,true,true,false,untranslatable_noise,0,low_information_source,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved|garbled_statement,Table extraction text is low quality; manual verification required.,col_1: Fig.; col_2: 1. Locations of the experiments in office.
doi:10.1080/23744731.2022.2049639,TBL-20260216231308-001,4,doi:10.1080/23744731.2022.2049639-TBL-C005,finding,suspect_rule,effect_unknown|low_statement_source_overlap|translation_status:untranslatable_noise,true,true,0.0000,true,true,false,untranslatable_noise,0,low_information_source,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved|garbled_statement,Table extraction text is low quality; manual verification required.,col_1: Rizzo 2008; Parsons et al. 2009; Roberts et al.; col_2: 2019). Yin
doi:10.1080/23744731.2022.2049639,TBL-20260216231308-002,0,doi:10.1080/23744731.2022.2049639-TBL-C006,finding,suspect_rule,effect_unknown|low_statement_source_overlap|translation_status:untranslatable_noise,true,true,0.0000,true,true,false,untranslatable_noise,0,low_information_source,true,needs_article_type_verification|translation_inferred|outcome_unresolved|garbled_statement,Table extraction text is low quality; manual verification required.,"col_1: Volume; col_2: 28, Number 4, April 2022 549"
doi:10.1080/23744731.2022.2049639,TBL-20260216231308-002,1,doi:10.1080/23744731.2022.2049639-TBL-C007,finding,suspect_table,effect_unknown|low_statement_source_overlap|source_row_low_information|translation_status:untranslatable_noise,false,true,0.0000,true,true,false,untranslatable_noise,0,low_information_source,true,needs_article_type_verification|translation_inferred|outcome_unresolved|garbled_statement,Table extraction text is low quality; manual verification required.,col_1: Male; col_2: 23 42.6±9.0 174.7±4.6 70.7±7.2 23.2±2.4 0.53±0.11
doi:10.1080/23744731.2022.2049639,TBL-20260216231308-002,2,doi:10.1080/23744731.2022.2049639-TBL-C008,finding,suspect_table,effect_unknown|low_statement_source_overlap|source_row_low_information|translation_status:untranslatable_noise,false,true,0.0000,true,true,false,untranslatable_noise,0,low_information_source,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved|garbled_statement,Table extraction text is low quality; manual verification required.,col_1: Female; col_2: 3 42.0±9.1 154.0±4.0 50.0±10.0 20.9±3.1 0.63±0.09
doi:10.1080/23744731.2022.2049639,TBL-20260216231308-002,3,doi:10.1080/23744731.2022.2049639-TBL-C009,finding,suspect_table,effect_unknown|low_statement_source_overlap|source_row_low_information|translation_status:untranslatable_noise,false,true,0.0000,true,true,false,untranslatable_noise,0,low_information_source,true,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved|garbled_statement,Table extraction text is low quality; manual verification required.,col_1: All; col_2: 26 42.5±9.0 173.0±7.2 69.0±9.4 23.0±2.6 0.55±0.11
