variable_name,categories,repos,repo_count,source_count,example_sources
high_ratio,enum_value,BN_graphical,1,1,BN_graphical/bn_venv/lib/python3.14/site-packages/scipy/_lib/cobyqa/settings.py:57
history_effects,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:135
history_events,extraction_output_field,Article_Eater_PostQuinean_v1,1,4,Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.schema.json:179; Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.v1.schema.json:190; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.schema.json:179; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.v1.schema.json:190
history_size,enum_value,BN_graphical,1,1,BN_graphical/bn_venv/lib/python3.14/site-packages/scipy/_lib/cobyqa/settings.py:32
hit_count,database_column,BN_graphical,1,1,BN_graphical/migrations/002_add_coherence.sql:128
how_confident,enum_value,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/src/services/llm_query_bridge.py:47; Article_Eater_PostQuinean_v1/streamlit_app/api_client.py:39
how_connected,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/seven_panel_extractor.py:905
how_much,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/services/query_parser.py:37
html_inline,extraction_output_field,BN_graphical,1,1,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/markdown_it/rules_core/linkify.py:53
http_status_code,database_column,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/migrations/006_discovery_funnel.sql:140
human_assigned,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/services/bridge_warrants.py:93
human_label,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/services/claim_gallery_builder.py:80
human_verified,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/schemas/provenance.v1.schema.json:89
hypothesis_paradigm,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/seven_panel_extractor.py:1377
hypothesis_text,extraction_output_field,Article_Eater_PostQuinean_v1,1,4,Article_Eater_PostQuinean_v1/tests/test_sprint6c_ingestion.py:179; Article_Eater_PostQuinean_v1/tests/test_sprint6c_ingestion.py:180; Article_Eater_PostQuinean_v1/tests/test_sprint6c_ingestion.py:210; Article_Eater_PostQuinean_v1/tests/test_sprint6c_ingestion.py:223
identification_method,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/bn.api.v2.schema.json:369
identified_at,database_column,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/migrations/006_discovery_funnel.sql:49
identified_by,database_column,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/migrations/006_discovery_funnel.sql:54
identifies_moderator,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/epistemic/edge_types.py:68
idn-email_re_pattern,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/config/_validate_pyproject/fastjsonschema_validations.py:24; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/setuptools/config/_validate_pyproject/fastjsonschema_validations.py:24; BN_graphical/test_venv_310/lib/python3.10/site-packages/setuptools/config/_validate_pyproject/fastjsonschema_validations.py:24
if_environment,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/seven_panel_extractor.py:1392
if_images,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/seven_panel_extractor.py:1391
if_plants,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/seven_panel_extractor.py:1390
if_sounds,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/seven_panel_extractor.py:1393
illustrative_quotes,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:444
image_2d,extraction_output_field,Tagging_Contractor,1,1,Tagging_Contractor/tools/tag_extraction_plan.py:199
image_3d,extraction_output_field,Tagging_Contractor,1,2,Tagging_Contractor/tools/tag_extraction_plan.py:171; Tagging_Contractor/tools/tag_extraction_plan.py:201
image_entry,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/claim_gallery.v1.schema.json:162
image_list,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/claim_gallery.v1.schema.json:142
image_pair,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/claim_gallery.v1.schema.json:148
image_size,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sklearn/feature_extraction/image.py:468; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/sklearn/feature_extraction/image.py:468; BN_graphical/test_venv_310/lib/python3.10/site-packages/sklearn/feature_extraction/image.py:468
image_source,extraction_output_field,Tagging_Contractor,1,1,Tagging_Contractor/contracts/localized_image_tags.schema.json:11
image_sources,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/claim_gallery.v1.schema.json:131; Article_Eater_PostQuinean_v1/src/services/claim_gallery_builder.py:441
immediately_after,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/services/temporal_parser.py:78
immediately_before,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/services/temporal_parser.py:77
implicit_cognitive,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/methods/task_ecology.py:48
implicit_connection,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/epistemic/contracts/edge_v2.py:18
implicit_physiological,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/methods/task_ecology.py:49
improve_tcg,enum_value,BN_graphical,1,1,BN_graphical/bn_venv/lib/python3.14/site-packages/scipy/_lib/cobyqa/settings.py:68
in_progress,enum_value,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/app/routes/lifecycle.py:67; Article_Eater_PostQuinean_v1/src/services/paper_lifecycle.py:53
in_review,enum_value;extraction_output_field,BN_graphical,1,3,BN_graphical/src/ai_extraction/verification_queue.py:41; BN_graphical/src/ai_extraction/verification_queue.py:534; BN_graphical/src/ai_extraction/verification_queue.py:573
in_situ,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/vocab/task_taxonomy.json:152
include_coherence,extraction_output_field,BN_graphical,1,2,BN_graphical/contracts/bn.api.v2.schema.json:134; BN_graphical/contracts/bn.api.v2.schema.json:38
include_edge_justifications,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/ae_bn_bridge.v1.schema.json:223
include_gaps,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.query_request.v1.schema.json:82; Article_Eater_PostQuinean_v1/docs/MVP_CONTRACTS.md:150
included_studies,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/tests/test_sprint6c_ingestion.py:261; Article_Eater_PostQuinean_v1/tests/test_sprint6c_ingestion.py:349
includes_in_synthesis,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/epistemic/edge_types.py:66
inclusion_criteria,extraction_output_field,Outcome_Contractor,1,2,Outcome_Contractor/article_finder/type_specific_extractor.py:517; Outcome_Contractor/article_finder/type_specific_extractor.py:570
incoherent_pairs,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/bn.api.v2.schema.json:290
incorrect_fields,extraction_output_field,BN_graphical,1,1,BN_graphical/src/ai_extraction/verification_queue.py:154
increase_radius_factor,enum_value,BN_graphical,1,1,BN_graphical/bn_venv/lib/python3.14/site-packages/scipy/_lib/cobyqa/settings.py:50
increase_radius_threshold,enum_value,BN_graphical,1,1,BN_graphical/bn_venv/lib/python3.14/site-packages/scipy/_lib/cobyqa/settings.py:51
independence_of_evidence,bn_node_definition,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/epistemic/bn_nodes.py:216
independent_variable,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/seven_panel_extractor.py:1412
independent_variable_levels,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/seven_panel_extractor.py:1413
indexToLocFormat,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/merge/tables.py:60; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/merge/tables.py:60; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/merge/tables.py:60
indicator_id,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/schemas/panel_measures.schema.json:40
indicator_ids,extraction_output_field,Article_Eater_PostQuinean_v1,1,3,Article_Eater_PostQuinean_v1/schemas/panel_findings_v2.schema.json:15; Article_Eater_PostQuinean_v1/schemas/panel_measures.schema.json:12; Article_Eater_PostQuinean_v1/src/services/rulegraph_v2_builder.py:106
indirectly_testable,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/models/theory_models.py:69
individual_differences,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:212
indoor_environmental_quality,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/seven_panel_extractor.py:182
indoor_plants,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/scope_extractor.py:193; Article_Eater_PostQuinean_v1/src/services/scope_extractor.py:193
inference_basis,extraction_output_field,Article_Eater_PostQuinean_v1,1,3,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.claim.v2.schema.json:312; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:250; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:263
inference_confidence,extraction_output_field,Article_Eater_PostQuinean_v1,1,14,Article_Eater_PostQuinean_v1/contracts/vocab/task_taxonomy.json:193; Article_Eater_PostQuinean_v1/contracts/vocab/task_taxonomy.json:200; Article_Eater_PostQuinean_v1/contracts/vocab/task_taxonomy.json:208; Article_Eater_PostQuinean_v1/contracts/vocab/task_taxonomy.json:216
inference_rules,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/contracts/oc_export/bn_outcome_nodes.json:17836
inference_semantics,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/contracts/oc_export/constitutive_bridges.json:8
inference_strength,extraction_output_field,Article_Eater_PostQuinean_v1,1,3,Article_Eater_PostQuinean_v1/contracts/vocab/argument_schemes.json:112; Article_Eater_PostQuinean_v1/contracts/vocab/argument_schemes.json:117; Article_Eater_PostQuinean_v1/contracts/vocab/argument_schemes.json:122
inference_trace,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:241; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:254
inferred_fields,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/scope_extractor.py:271; Article_Eater_PostQuinean_v1/src/services/scope_extractor.py:271
ingested_at,database_column,Article_Eater_PostQuinean_v1,1,3,Article_Eater_PostQuinean_v1/db/sql/015_complete_schema.sql:43; Article_Eater_PostQuinean_v1/db/sql/015_core_tables.sql:40; Article_Eater_PostQuinean_v1/init_database.py:65
initial_sample,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:352
input_type,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sklearn/feature_extraction/_hash.py:109; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/sklearn/feature_extraction/_hash.py:109; BN_graphical/test_venv_310/lib/python3.10/site-packages/sklearn/feature_extraction/_hash.py:109
institutional_power,extraction_output_field,Article_Eater_PostQuinean_v1,1,4,Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.schema.json:157; Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.v1.schema.json:96; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.schema.json:157; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.v1.schema.json:96
instrument_specific,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/vocab/task_taxonomy.json:164
instruments_used,extraction_output_field,Article_Eater_PostQuinean_v1,1,4,Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.schema.json:216; Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.v1.schema.json:221; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.schema.json:216; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.v1.schema.json:221
insufficient_coverage,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/selection_log.v1.schema.json:102; Article_Eater_PostQuinean_v1/src/services/claim_gallery_builder.py:1071
integrated_confidence,extraction_output_field,BN_graphical,1,1,BN_graphical/contracts/bn.api.v2.schema.json:319
integration_method,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:484
integration_plan,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/vocab/task_taxonomy.json:343
integration_point,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:483
integration_report,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.web_state.v1.schema.json:188
integration_score,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/schemas/provenance.v1.schema.json:61
inter_rater,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/schemas/experiential_claim.v1.schema.json:122
inter_rater_reliability,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:243
interacting_rules,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/archive/docs/handoffs/_ontology_rule_system_summary_a bit ago.md:534
interaction_id,database_column,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/db/sql/016_rule_interactions.sql:2
interaction_type,database_column;extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/archive/docs/handoffs/_ontology_rule_system_summary_a bit ago.md:535; Article_Eater_PostQuinean_v1/db/sql/016_rule_interactions.sql:5
internal_consistency,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/schemas/experiential_claim.v1.schema.json:121
interpretation_data,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/epistemic/monitors/cross_type_coherence.py:31
interprets_as,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/epistemic/edge_types.py:92
interview_approach,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:283
interview_duration,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:436
interview_format,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:433
interview_guide,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:435
interview_structure,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:434
inverted_u,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/models/theory_models.py:85
ip_address,database_column,Tagging_Contractor,1,4,Tagging_Contractor/Archive 2/backend/app/db/database.py:178; Tagging_Contractor/Archive 2/backend/app/db/schema.sql:72; Tagging_Contractor/backend/app/db/database.py:178; Tagging_Contractor/backend/app/db/schema.sql:72
isFixedPitch,extraction_output_field,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/merge/tables.py:185; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/merge/tables.py:185; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/merge/tables.py:185
is_active,database_column,BN_graphical,1,1,BN_graphical/migrations/003_add_epistemology.sql:16
is_admin,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/apps/user_rules_gui/app.py:37
is_causal,extraction_output_field,Article_Eater_PostQuinean_v1,1,5,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.query_response.v1.schema.json:301; Article_Eater_PostQuinean_v1/docs/MVP_CONTRACTS.md:199; Article_Eater_PostQuinean_v1/tests/test_ingestion_routes.py:142; Article_Eater_PostQuinean_v1/tests/test_ingestion_routes.py:193
is_coherent,database_column;extraction_output_field,BN_graphical,1,2,BN_graphical/contracts/bn.api.v2.schema.json:318; BN_graphical/migrations/002_add_coherence.sql:18
is_equilibrium,database_column;extraction_output_field,BN_graphical,1,2,BN_graphical/contracts/bn.epistemology.v1.schema.json:276; BN_graphical/migrations/002_add_coherence.sql:54
is_forward,database_column;extraction_output_field,BN_graphical,1,2,BN_graphical/contracts/bn.epistemology.v1.schema.json:348; BN_graphical/migrations/003_add_epistemology.sql:82
is_leaf,extraction_output_field,Outcome_Contractor,1,839,Outcome_Contractor/contracts/oc_export/bn_outcome_nodes.json:10007; Outcome_Contractor/contracts/oc_export/bn_outcome_nodes.json:10027; Outcome_Contractor/contracts/oc_export/bn_outcome_nodes.json:10047; Outcome_Contractor/contracts/oc_export/bn_outcome_nodes.json:10067
is_open_access,database_column;extraction_output_field,Article_Eater_PostQuinean_v1,1,4,Article_Eater_PostQuinean_v1/db/sql/015_complete_schema.sql:40; Article_Eater_PostQuinean_v1/db/sql/015_core_tables.sql:37; Article_Eater_PostQuinean_v1/init_database.py:62; Article_Eater_PostQuinean_v1/schemas/article.schema.json:52
is_pe_claim,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/epistemic/extraction/pe_classifier.py:200
is_primary,database_column,BN_graphical,1,2,BN_graphical/migrations/005_sprint1_schemas.sql:265; BN_graphical/migrations/005_sprint1_schemas.sql:276
is_referenced_by_count,extraction_output_field,Article_Finder_v3_2_3,1,1,Article_Finder_v3_2_3/ingest/doi_resolver.py:291
is_replication,database_column;extraction_output_field,BN_graphical,1,2,BN_graphical/migrations/006_sprint2_enhanced_edges.sql:83; BN_graphical/src/schemas/enhanced_edge.py:219
is_required,database_column,BN_graphical,1,1,BN_graphical/migrations/001_add_mechanisms.sql:47
is_resolved,extraction_output_field,Article_Eater_PostQuinean_v1,1,4,Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.schema.json:297; Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.v1.schema.json:297; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.schema.json:297; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.v1.schema.json:297
is_stable,extraction_output_field,BN_graphical,1,1,BN_graphical/src/schemas/outcome_taxonomy.py:226
is_stub,extraction_output_field,Article_Eater_PostQuinean_v1,1,3,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.extended_outcome_lookup.v1.schema.json:67; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:239; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:252
is_test_set,database_column,BN_graphical,1,2,BN_graphical/database/01_core_tables.sql:30; BN_graphical/database/schema.sql:30
is_transient,extraction_output_field,BN_graphical,1,1,BN_graphical/src/schemas/outcome_taxonomy.py:225
is_valid,database_column;extraction_output_field,BN_graphical,1,2,BN_graphical/contracts/bn.api.v2.schema.json:423; BN_graphical/migrations/002_add_coherence.sql:80
is_validation_set,database_column,BN_graphical,1,2,BN_graphical/database/01_core_tables.sql:29; BN_graphical/database/schema.sql:29
is_weird,extraction_output_field,BN_graphical,1,1,BN_graphical/src/schemas/population_qualifier.py:264
is_well_specified,extraction_output_field,BN_graphical,1,1,BN_graphical/src/schemas/mechanism_specification.py:344
isolated_definition,enum_value,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/src/epistemic/monitors/cross_type_coherence.py:44
isovist.area_25d,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1370; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:4018
isovist.compactness_25d,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1372; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:4025
isovist.confidence,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1374; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:4032
item_counter,extraction_output_field,BN_graphical,1,1,BN_graphical/src/ai_extraction/verification_queue.py:577
items_by_type,extraction_output_field,Article_Finder_v3_2_3,1,1,Article_Finder_v3_2_3/ingest/zotero_bridge.py:312
items_with_doi,extraction_output_field,Article_Finder_v3_2_3,1,1,Article_Finder_v3_2_3/ingest/zotero_bridge.py:309
items_with_pdf,extraction_output_field,Article_Finder_v3_2_3,1,1,Article_Finder_v3_2_3/ingest/zotero_bridge.py:310
iv_levels,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:68
iv_name,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:67
iv_operationalization,extraction_output_field,Outcome_Contractor,1,3,Outcome_Contractor/article_finder/seven_panel_extractor.py:131; Outcome_Contractor/article_finder/seven_panel_extractor.py:1379; Outcome_Contractor/article_finder/type_specific_extractor.py:69
jax.numpy,enum_value;extraction_output_field,BN_graphical,1,2,BN_graphical/bn_venv/lib/python3.14/site-packages/scipy/_lib/_array_api_docs_tables.py:67; BN_graphical/bn_venv/lib/python3.14/site-packages/scipy/_lib/array_api_extra/_lib/_backends.py:36
jax.numpy:gpu,enum_value,BN_graphical,1,1,BN_graphical/bn_venv/lib/python3.14/site-packages/scipy/_lib/array_api_extra/_lib/_backends.py:37
journal_cluster,enum_value,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/social_epistemology.py:61; Article_Eater_PostQuinean_v1/src/services/social_epistemology.py:61
justification_status,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/contracts/schemas/integration.edge_justification.v1.schema.json:144; Article_Eater_PostQuinean_v1/contracts/schemas/provenance.v1.schema.json:42
k_studies,extraction_output_field,Outcome_Contractor,1,7,Outcome_Contractor/article_finder/exemplary_extraction_tables.md:2577; Outcome_Contractor/article_finder/exemplary_extraction_tables.md:2583; Outcome_Contractor/article_finder/exemplary_extraction_tables.md:2589; Outcome_Contractor/article_finder/exemplary_extraction_tables.md:2626
kaplan_features,extraction_output_field,Outcome_Contractor,1,2,Outcome_Contractor/article_finder/exemplary_extraction_tables.md:2189; Outcome_Contractor/docs/PANEL_CONSULTATION_EXTRACTION_TABLES_2026_02_08.md:531
keep_start,enum_value,BN_graphical,1,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/fontTools/pens/pointPen.py:53; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/fontTools/pens/pointPen.py:53; BN_graphical/test_venv_310/lib/python3.10/site-packages/fontTools/pens/pointPen.py:53
key_claims,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:687
key_concepts,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/tests/test_sprint6c_ingestion.py:194
key_constructs,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:650
key_correlations,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:170
key_decision,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/vocab/institution_tiers.json:12
key_events,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:404
key_evidence,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.query_response.v1.schema.json:157; Article_Eater_PostQuinean_v1/docs/MVP_CONTRACTS.md:192
key_exclusions,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/schemas/panel_subjects.schema.json:43; Article_Eater_PostQuinean_v1/schemas/rule_graph.schema.json:93
key_hash,database_column,Tagging_Contractor,1,4,Tagging_Contractor/Archive 2/backend/app/db/database.py:184; Tagging_Contractor/Archive 2/backend/app/db/schema.sql:85; Tagging_Contractor/backend/app/db/database.py:184; Tagging_Contractor/backend/app/db/schema.sql:85
key_inclusions,extraction_output_field,Article_Eater_PostQuinean_v1,1,2,Article_Eater_PostQuinean_v1/schemas/panel_subjects.schema.json:52; Article_Eater_PostQuinean_v1/schemas/rule_graph.schema.json:102
key_informants,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:321
key_prefix,database_column,Tagging_Contractor,1,4,Tagging_Contractor/Archive 2/backend/app/db/database.py:185; Tagging_Contractor/Archive 2/backend/app/db/schema.sql:86; Tagging_Contractor/backend/app/db/database.py:185; Tagging_Contractor/backend/app/db/schema.sql:86
key_studies,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/tests/test_sprint6c_ingestion.py:301
key_themes,extraction_output_field,Outcome_Contractor,1,1,Outcome_Contractor/article_finder/type_specific_extractor.py:608
key_theories,extraction_output_field,Article_Eater_PostQuinean_v1,1,1,Article_Eater_PostQuinean_v1/contracts/schemas/integration.edge_justification.v1.schema.json:163
keys_capi,extraction_output_field,BN_graphical,1,24,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:1023; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:1092; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:376; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/numpy/f2py/rules.py:808
