variable_name,categories,repos,repo_count,kind_signals,source_count,example_sources
domain_track_records,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,4,Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.schema.json:163; Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.v1.schema.json:102; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.schema.json:163; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.v1.schema.json:102
dominant_culture,extraction_output_field,BN_graphical,1,attr;py_key,2,BN_graphical/src/schemas/population_qualifier.py:370; BN_graphical/src/schemas/population_qualifier.py:496
dominant_methodologies,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_NARRATIVE_REVIEW_2026_02_09.md:416
dopamine,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,1,Article_Eater_PostQuinean_v1/docs/02-14_09_CMR_Revised_Spec_Panel_Templates_V2.0.md:1034
dopaminergic,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,2,Article_Eater_PostQuinean_v1/docs/02-14_09_CMR_Revised_Spec_Panel_Templates_V2.0.md:906; Article_Eater_PostQuinean_v1/docs/02-15_02_Neuroscience_Panel_Templates_and_Taxonomy_V1.0.md:478
dorsal,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,2,Article_Eater_PostQuinean_v1/docs/02-15_02_Neuroscience_Panel_Templates_and_Taxonomy_V1.0.md:515; Article_Eater_PostQuinean_v1/docs/02-15_02_Neuroscience_Panel_Templates_and_Taxonomy_V1.0.md:60
dosage,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,2,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_EMPIRICAL_v2_2026_02_03.md:1192; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_EMPIRICAL_v2_2026_02_03.md:326
dose_range,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/exemplary_extraction_tables.md:2600
dose_response,enum_value;extraction_output_field,Article_Eater_PostQuinean_v1,1,attr;enum:DOSE_RESPONSE,5,Article_Eater_PostQuinean_v1/app/routes/ingestion.py:65; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_EMPIRICAL_v2_2026_02_03.md:1180; Article_Eater_PostQuinean_v1/quarantine/2026-02-10/epistemic_causal_bridge_features/argument_attack.py:54; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/epistemic_causal_bridge.py:91; Article_Eater_PostQuinean_v1/src/services/argument_attack.py:51
dose_response_tested,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_EMPIRICAL_v2_2026_02_03.md:1181
dot,enum_value,Article_Eater_PostQuinean_v1,1,enum:DOT,1,Article_Eater_PostQuinean_v1/src/services/graph_export.py:35
double_blind,extraction_output_field,BN_graphical,1,attr,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:500
down,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,2,Article_Eater_PostQuinean_v1/docs/02-15_01_Neuroscience_Panel_Tier1_Frameworks_V1.0.md:183; Article_Eater_PostQuinean_v1/docs/02-15_01_Neuroscience_Panel_Tier1_Frameworks_V1.0.md:189
download_rate,extraction_output_field,Article_Finder_v3_2_3,1,py_key,1,Article_Finder_v3_2_3/ingest/pdf_downloader.py:230
downloaded,extraction_output_field,Article_Finder_v3_2_3,1,py_key,1,Article_Finder_v3_2_3/ingest/pdf_downloader.py:187
downstream,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,1,Article_Eater_PostQuinean_v1/docs/02-15_01_Neuroscience_Panel_Tier1_Frameworks_V1.0.md:253
downward,extraction_output_field,Outcome_Contractor,1,json_key;py_key,833,Outcome_Contractor/contracts/oc_export/bn_outcome_nodes.json:17842; Outcome_Contractor/contracts/oc_export/constitutive_bridges.json:10018; Outcome_Contractor/contracts/oc_export/constitutive_bridges.json:10039; Outcome_Contractor/contracts/oc_export/constitutive_bridges.json:10060; Outcome_Contractor/contracts/oc_export/constitutive_bridges.json:10081
downward_description,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/constitutive_bridges.json:12
downward_existential,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/constitutive_bridges.json:13
downward_inference,extraction_output_field,Outcome_Contractor,1,json_key;py_key,832,Outcome_Contractor/contracts/oc_export/bn_outcome_nodes.json:1001; Outcome_Contractor/contracts/oc_export/bn_outcome_nodes.json:10018; Outcome_Contractor/contracts/oc_export/bn_outcome_nodes.json:10038; Outcome_Contractor/contracts/oc_export/bn_outcome_nodes.json:10058; Outcome_Contractor/contracts/oc_export/bn_outcome_nodes.json:10078
downward_valid,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/constitutive_bridges.json:11
dqs,extraction_output_field,BN_graphical,1,py_key,2,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pygments/lexers/tablegen.py:166; BN_graphical/bn_venv/lib/python3.14/site-packages/pygments/lexers/tablegen.py:166
dread,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:97
drift,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_lhs,1,Article_Eater_PostQuinean_v1/Post_Quinean Setup/EXPERT_PANEL_SYSTEM_ASSESSMENT_RESPONSES_2026_01_20.md:586
drift_threshold,extraction_output_field,BN_graphical,1,attr,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1587
driven,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,1,Article_Eater_PostQuinean_v1/docs/02-14_09_CMR_Revised_Spec_Panel_Templates_V2.0.md:927
drives,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,1,Article_Eater_PostQuinean_v1/docs/02-15_02_Neuroscience_Panel_Templates_and_Taxonomy_V1.0.md:241
dropna,extraction_output_field,BN_graphical,1,attr,36,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:1116; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:1148; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:1249; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:1284; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:1343
dropna_doc,extraction_output_field,BN_graphical,1,attr,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:214; BN_graphical/bn_venv/lib/python3.14/site-packages/pandas/io/pytables.py:217; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pandas/io/pytables.py:214; BN_graphical/test_venv_310/lib/python3.10/site-packages/pandas/io/pytables.py:214
dryness,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:1079
dt_attentional_demand_001,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,1,Article_Eater_PostQuinean_v1/docs/02-14_09_CMR_Revised_Spec_Panel_Templates_V2.0.md:804
dtstart,extraction_output_field,BN_graphical,1,json_key;py_key,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/dateutil/rrule.py:767; BN_graphical/bn_venv/lib/python3.14/site-packages/dateutil/rrule.py:767; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/dateutil/rrule.py:767; BN_graphical/test_venv_310/lib/python3.10/site-packages/dateutil/rrule.py:767
dtype,extraction_output_field,BN_graphical,1,attr;json_key;py_key,43,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:2389; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sklearn/feature_extraction/_dict_vectorizer.py:52; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sklearn/feature_extraction/_dict_vectorizer.py:96; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sklearn/feature_extraction/_hash.py:110; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/sklearn/feature_extraction/_hash.py:60
dual,enum_value,BN_graphical,1,enum:DUAL,1,BN_graphical/src/coherence/epistemic_adapter.py:46
duplicate,enum_value,Article_Eater_PostQuinean_v1,1,enum:DUPLICATE,1,Article_Eater_PostQuinean_v1/src/services/paper_fetcher.py:50
duplicate_detected,enum_value,Outcome_Contractor,1,enum:DUPLICATE_DETECTED,2,Outcome_Contractor/article_finder/prisma/audit_trail.py:25; Outcome_Contractor/docs/PANEL_CONSULTATION_ARTICLE_FINDER_PIPELINE.md:122
duplicate_merged,enum_value,Outcome_Contractor,1,enum:DUPLICATE_MERGED,2,Outcome_Contractor/article_finder/prisma/audit_trail.py:26; Outcome_Contractor/docs/PANEL_CONSULTATION_ARTICLE_FINDER_PIPELINE.md:123
duplicate_paper_id,enum_value,Article_Eater_PostQuinean_v1,1,enum:DUPLICATE_PAPER_ID,1,Article_Eater_PostQuinean_v1/docs/implementation_plans/TODO1_CREDIBILITY_TESTING_IMPLEMENTATION_PLAN_2026_01_20.md:102
duplicates,extraction_output_field,Article_Finder_v3_2_3,1,py_key,1,Article_Finder_v3_2_3/ingest/smart_importer.py:275
duplicates_removed,extraction_output_field,Outcome_Contractor,1,attr,2,Outcome_Contractor/contracts/search_retrieve_minimodule_contract.md:104; Outcome_Contractor/contracts/search_retrieve_minimodule_contract.md:405
duration_category,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr;py_key,4,Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/scope_extractor.py:229; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/scope_extractor.py:262; Article_Eater_PostQuinean_v1/src/services/scope_extractor.py:229; Article_Eater_PostQuinean_v1/src/services/scope_extractor.py:262
duration_coded_as_moderator,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/exemplary_extraction_tables.md:2604
duration_confidence,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,1,Article_Eater_PostQuinean_v1/src/services/output_serializer.py:269
duration_max,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/exemplary_extraction_tables.md:2602
duration_minutes,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr;json_key;py_key,7,Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/scope_extractor.py:230; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/scope_extractor.py:263; Article_Eater_PostQuinean_v1/src/services/output_serializer.py:267; Article_Eater_PostQuinean_v1/src/services/scope_extractor.py:230; Article_Eater_PostQuinean_v1/src/services/scope_extractor.py:263
duration_ms,database_column,Article_Eater_PostQuinean_v1,1,sql_col,3,Article_Eater_PostQuinean_v1/db/sql/014_security.sql:31; Article_Eater_PostQuinean_v1/migrations/006_discovery_funnel.sql:146; Article_Eater_PostQuinean_v1/migrations/006_discovery_funnel.sql:93
duration_requirements,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_THEORETICAL_2026_02_03.md:1105
duration_seconds,database_column,Article_Eater_PostQuinean_v1,1,sql_col,1,Article_Eater_PostQuinean_v1/db/sql/018_paper_lifecycle.sql:40
duration_text,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,2,Article_Eater_PostQuinean_v1/src/services/output_serializer.py:268; Article_Eater_PostQuinean_v1/tests/test_output_serializer.py:211
duration_typical,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/exemplary_extraction_tables.md:2603
durations,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:1929
during,enum_value,Article_Eater_PostQuinean_v1,1,enum:DURING,1,Article_Eater_PostQuinean_v1/src/services/temporal_parser.py:76
dv_attributes_claimed,extraction_output_field,Outcome_Contractor,1,attr,1,Outcome_Contractor/article_finder/seven_panel_extractor.py:207
dv_attributes_measured,extraction_output_field,Outcome_Contractor,1,attr,1,Outcome_Contractor/article_finder/seven_panel_extractor.py:206
dv_construct,extraction_output_field,Outcome_Contractor,1,attr,1,Outcome_Contractor/article_finder/seven_panel_extractor.py:205
dv_measure,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:74
dv_name,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:73
dv_operationalization,extraction_output_field,Outcome_Contractor,1,json_key;py_key,2,Outcome_Contractor/article_finder/seven_panel_extractor.py:132; Outcome_Contractor/article_finder/seven_panel_extractor.py:1380
dv_reliability,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:75
dvs,extraction_output_field,Article_Finder_v3_2_3,1,py_key,3,Article_Finder_v3_2_3/knowledge/claim_graph.py:288; Article_Finder_v3_2_3/knowledge/claim_graph.py:294; Article_Finder_v3_2_3/knowledge/claim_graph.py:298
dynamic,extraction_output_field,BN_graphical,1,json_key;py_key,33,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/config/_validate_pyproject/fastjsonschema_validations.py:1014; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/config/_validate_pyproject/fastjsonschema_validations.py:1044; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/config/_validate_pyproject/fastjsonschema_validations.py:1349; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/config/_validate_pyproject/fastjsonschema_validations.py:154; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/setuptools/config/_validate_pyproject/fastjsonschema_validations.py:159
dynamic/embedding,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_lhs,1,Article_Eater_PostQuinean_v1/Post_Quinean Setup/EXPERT_PANEL_PROMPT_PHASE_CD_2026_01_21.md:39
e1_coherence_belief_maintenance,enum_value,Article_Eater_PostQuinean_v1,1,enum:E1_COHERENCE_BELIEF_MAINTENANCE,4,Article_Eater_PostQuinean_v1/claude_code_v2_final/docs/IMPLEMENTATION_TASKS.md:114; Article_Eater_PostQuinean_v1/docs/IMPLEMENTATION_TASKS.md:114; Article_Eater_PostQuinean_v1/docs/IMPLEMENTATION_TASKS_COMPLETE_V2.md:114; Article_Eater_PostQuinean_v1/src/services/web_of_belief.py:247
e2_social_epistemics,enum_value,Article_Eater_PostQuinean_v1,1,enum:E2_SOCIAL_EPISTEMICS,4,Article_Eater_PostQuinean_v1/claude_code_v2_final/docs/IMPLEMENTATION_TASKS.md:115; Article_Eater_PostQuinean_v1/docs/IMPLEMENTATION_TASKS.md:115; Article_Eater_PostQuinean_v1/docs/IMPLEMENTATION_TASKS_COMPLETE_V2.md:115; Article_Eater_PostQuinean_v1/src/services/web_of_belief.py:248
e3_epistemic_emotions,enum_value,Article_Eater_PostQuinean_v1,1,enum:E3_EPISTEMIC_EMOTIONS,4,Article_Eater_PostQuinean_v1/claude_code_v2_final/docs/IMPLEMENTATION_TASKS.md:116; Article_Eater_PostQuinean_v1/docs/IMPLEMENTATION_TASKS.md:116; Article_Eater_PostQuinean_v1/docs/IMPLEMENTATION_TASKS_COMPLETE_V2.md:116; Article_Eater_PostQuinean_v1/src/services/web_of_belief.py:249
e4_reflective_equilibrium,enum_value,Article_Eater_PostQuinean_v1,1,enum:E4_REFLECTIVE_EQUILIBRIUM,4,Article_Eater_PostQuinean_v1/claude_code_v2_final/docs/IMPLEMENTATION_TASKS.md:117; Article_Eater_PostQuinean_v1/docs/IMPLEMENTATION_TASKS.md:117; Article_Eater_PostQuinean_v1/docs/IMPLEMENTATION_TASKS_COMPLETE_V2.md:117; Article_Eater_PostQuinean_v1/src/services/web_of_belief.py:250
each_item_validators,extraction_output_field,BN_graphical,1,attr,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pydantic/_internal/_generate_schema.py:172; BN_graphical/bn_venv/lib/python3.14/site-packages/pydantic/_internal/_generate_schema.py:248; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/pydantic/_internal/_generate_schema.py:172; BN_graphical/test_venv_310/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:172
each_link,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_THEORETICAL_2026_02_03.md:551
earliest,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,1,Article_Eater_PostQuinean_v1/contracts/schemas/integration.edge_justification.v1.schema.json:100
ease,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:54
east_asian,enum_value,BN_graphical,1,enum:EAST_ASIAN,2,BN_graphical/docs/PHASE_1_PANEL_REVIEW.md:83; BN_graphical/src/schemas/population_qualifier.py:50
eastern_european,enum_value,BN_graphical,1,enum:EASTERN_EUROPEAN,1,BN_graphical/src/schemas/population_qualifier.py:54
easy,enum_value,Article_Eater_PostQuinean_v1,1,enum:EASY,1,Article_Eater_PostQuinean_v1/src/epistemic/contracts/claim_v2.py:38
eater_status,extraction_output_field,Article_Finder_v3_2_3,1,attr,1,Article_Finder_v3_2_3/eater_interface/output_parser.py:343
ec_affordance_postural_001,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_rhs,1,Article_Eater_PostQuinean_v1/docs/02-14_09_CMR_Revised_Spec_Panel_Templates_V2.0.md:805
ecological,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_lhs,37,Article_Eater_PostQuinean_v1/docs/02-14_09_CMR_Revised_Spec_Panel_Templates_V2.0.md:436; Article_Eater_PostQuinean_v1/docs/02-14_09_CMR_Revised_Spec_Panel_Templates_V2.0.md:468; Article_Eater_PostQuinean_v1/docs/02-14_09_CMR_Revised_Spec_Panel_Templates_V2.0.md:506; Article_Eater_PostQuinean_v1/docs/02-14_09_CMR_Revised_Spec_Panel_Templates_V2.0.md:535; Article_Eater_PostQuinean_v1/docs/02-14_09_CMR_Revised_Spec_Panel_Templates_V2.0.md:568
ecological_validity,enum_value;extraction_output_field,Article_Eater_PostQuinean_v1,1,attr;enum:ECOLOGICAL_VALIDITY;json_key;py_key,10,Article_Eater_PostQuinean_v1/contracts/vocab/task_taxonomy.json:138; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_EMPIRICAL_v2_2026_02_03.md:1162; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_EMPIRICAL_v2_2026_02_03.md:312; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_EMPIRICAL_v2_2026_02_03.md:396; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_EMPIRICAL_v2_2026_02_03.md:479
ecological_validity_mixed,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,3,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_META_ANALYSIS_2026_02_03.md:1047; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_META_ANALYSIS_2026_02_03.md:385; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_META_ANALYSIS_2026_02_03.md:435
ecology,template_causal_chain_ref,Article_Eater_PostQuinean_v1,1,arrow_lhs,2,Article_Eater_PostQuinean_v1/docs/02-14_09_CMR_Revised_Spec_Panel_Templates_V2.0.md:1032; Article_Eater_PostQuinean_v1/docs/02-14_09_CMR_Revised_Spec_Panel_Templates_V2.0.md:850
economics,extraction_output_field,Outcome_Contractor,1,attr,1,Outcome_Contractor/contracts/extraction_todos.yaml:28
economics_behavioral,enum_value,BN_graphical,1,enum:ECONOMICS_BEHAVIORAL,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1746
eda,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:1609
edge_case,enum_value,Article_Eater_PostQuinean_v1,1,enum:EDGE_CASE,1,Article_Eater_PostQuinean_v1/src/theories/theory_agent_council.py:34
edge_confidence_v1,extraction_output_field,BN_graphical,1,json_key;py_key,1,BN_graphical/contracts/ae_bn_bridge.v1.schema.json:179
edge_confidence_v2,extraction_output_field,BN_graphical,1,json_key;py_key,1,BN_graphical/contracts/ae_bn_bridge.v1.schema.json:185
edge_data,extraction_output_field,BN_graphical,1,attr,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/networkx/algorithms/minors/contraction.py:158; BN_graphical/bn_venv/lib/python3.14/site-packages/networkx/algorithms/minors/contraction.py:160; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/networkx/algorithms/minors/contraction.py:158; BN_graphical/test_venv_310/lib/python3.10/site-packages/networkx/algorithms/minors/contraction.py:158
edge_forbidden,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_THEORETICAL_2026_02_03.md:415
edge_justifications,extraction_output_field,BN_graphical,1,json_key;py_key,1,BN_graphical/contracts/ae_bn_bridge.v1.schema.json:238
edge_relation,extraction_output_field,BN_graphical,1,attr,4,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/networkx/algorithms/minors/contraction.py:134; BN_graphical/bn_venv/lib/python3.14/site-packages/networkx/algorithms/minors/contraction.py:136; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/networkx/algorithms/minors/contraction.py:134; BN_graphical/test_venv_310/lib/python3.10/site-packages/networkx/algorithms/minors/contraction.py:134
edge_resolved,enum_value,Article_Eater_PostQuinean_v1,1,enum:EDGE_RESOLVED,1,Article_Eater_PostQuinean_v1/src/theories/learning_agent.py:29
edge_type_tag_rate,extraction_output_field,Article_Eater_PostQuinean_v1,1,json_key;py_key,1,Article_Eater_PostQuinean_v1/config/table_extraction_quality_thresholds.json:24
edgecolor,extraction_output_field,BN_graphical,1,attr,3,BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/matplotlib/table.py:75; BN_graphical/bn_venv_py311/lib/python3.11/site-packages/matplotlib/table.py:75; BN_graphical/test_venv_310/lib/python3.10/site-packages/matplotlib/table.py:75
edges_by_type,extraction_output_field,Article_Finder_v3_2_3,1,py_key,1,Article_Finder_v3_2_3/knowledge/claim_graph.py:580
educated,extraction_output_field,BN_graphical,1,attr,2,BN_graphical/src/schemas/population_qualifier.py:218; BN_graphical/src/schemas/population_qualifier.py:228
education_band,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr;json_key;py_key,3,Article_Eater_PostQuinean_v1/schemas/panel_subjects.schema.json:155; Article_Eater_PostQuinean_v1/schemas/rule_graph.schema.json:205; Article_Eater_PostQuinean_v1/src/contracts/schemas.py:37
education_level,extraction_output_field,Outcome_Contractor,1,attr,1,Outcome_Contractor/article_finder/seven_panel_extractor.py:152
ef,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:696
effect_applies,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,2,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_EMPIRICAL_v2_2026_02_03.md:604; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_EMPIRICAL_v2_2026_02_03.md:607
effect_by_level,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/src/epistemic/extraction/synthesis_ingester.py:75
effect_ci,extraction_output_field,BN_graphical,1,attr;json_key;py_key,3,BN_graphical/src/schemas/enhanced_edge.py:133; BN_graphical/src/schemas/enhanced_edge.py:152; BN_graphical/src/schemas/enhanced_edge.py:215
effect_description,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/src/epistemic/extraction/synthesis_ingester.py:59
effect_existence,extraction_output_field,BN_graphical,1,json_key;py_key,5,BN_graphical/src/schemas/enhanced_edge.py:70; BN_graphical/src/schemas/enhanced_edge.py:77; BN_graphical/src/schemas/enhanced_edge.py:84; BN_graphical/src/schemas/enhanced_edge.py:91; BN_graphical/src/schemas/enhanced_edge.py:98
effect_id,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/src/epistemic/extraction/synthesis_ingester.py:58
effect_interpretation,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:527
effect_metric,extraction_output_field,Outcome_Contractor,1,json_key;py_key,1,Outcome_Contractor/article_finder/type_specific_extractor.py:522
effect_on_process,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_GROUNDED_THEORY_2026_02_09.md:612
effect_persistence,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_EMPIRICAL_v2_2026_02_03.md:1178
effect_size_attributed,extraction_output_field,Outcome_Contractor,1,attr,1,Outcome_Contractor/contracts/article_extraction_contracts.py:132
effect_size_benchmarks,extraction_output_field,BN_graphical,1,attr,6,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1668; BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1773; BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1817; BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1861; BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:1905
effect_size_ci,extraction_output_field,BN_graphical,1,attr;json_key;py_key,3,BN_graphical/src/schemas/enhanced_edge.py:290; BN_graphical/src/schemas/enhanced_edge.py:314; BN_graphical/src/schemas/enhanced_edge.py:560
effect_size_computation,extraction_output_field,Outcome_Contractor,1,attr,1,Outcome_Contractor/contracts/article_extraction_contracts.py:133
effect_size_confidence,extraction_output_field,BN_graphical,1,attr,1,BN_graphical/docs/research/CONTRACT_SPECIFICATIONS.md:48
effect_size_d,extraction_output_field,Outcome_Contractor,1,attr,1,Outcome_Contractor/contracts/article_extraction_contracts.py:131
effect_size_implausible,enum_value,Article_Eater_PostQuinean_v1,1,enum:EFFECT_SIZE_IMPLAUSIBLE,1,Article_Eater_PostQuinean_v1/docs/implementation_plans/TODO1_CREDIBILITY_TESTING_IMPLEMENTATION_PLAN_2026_01_20.md:110
effect_size_metric,extraction_output_field,Article_Eater_PostQuinean_v1,1,attr,1,Article_Eater_PostQuinean_v1/src/epistemic/extraction/synthesis_ingester.py:61
effect_size_prompt,extraction_output_field,Outcome_Contractor,1,attr,1,Outcome_Contractor/contracts/extraction_checklist.yaml:242
